time;program;event;period;
21577.226455;swapper;task-clock;1000000;
21577.226463;burner;branches;2104432;
21577.22654;burner;task-clock;1000000;
21577.226626;burner;task-clock;1000000;
21577.226709;swapper;task-clock;1000000;
21577.227061;burner;branch-misses;90;
21577.227066;swapper;instructions;3079206;
21577.227455;swapper;task-clock;1000000;
21577.22746;burner;branches;2107341;
21577.227541;burner;branch-misses;82;
21577.227542;burner;task-clock;1000000;
21577.227626;burner;task-clock;1000000;
21577.227709;swapper;task-clock;1000000;
21577.228451;burner;branches;2108149;
21577.228455;swapper;task-clock;1000000;
21577.22854;burner;task-clock;1000000;
21577.228626;burner;task-clock;1000000;
21577.228709;swapper;task-clock;1000000;
21577.22906;burner;cycles;2972778;
21577.229455;swapper;task-clock;1000000;
21577.22954;burner;task-clock;1000000;
21577.229626;burner;task-clock;1000000;
21577.229627;burner;branch-misses;217;
21577.229709;swapper;task-clock;1000000;
21577.230054;burner;cycles;2972778;
21577.230184;swapper;branch-misses;415;
21577.230358;Xorg;branch-misses;372;
21577.230455;swapper;task-clock;1000000;
21577.230541;burner;task-clock;1000000;
21577.230628;burner;task-clock;1000000;
21577.230709;swapper;task-clock;1000000;
21577.231048;burner;cycles;2975024;
21577.231455;swapper;task-clock;1000000;
21577.23154;burner;task-clock;1000000;
21577.231626;burner;task-clock;1000000;
21577.231709;swapper;task-clock;1000000;
21577.232044;burner;cycles;2976918;
21577.232454;swapper;task-clock;1000000;
21577.232477;Xorg;branch-misses;542;
21577.23248;Xorg;context-switches;14;
21577.23254;burner;task-clock;1000000;
21577.232626;burner;task-clock;1000000;
21577.232708;swapper;task-clock;1000000;
21577.233055;burner;cycles;2978451;
21577.233316;burner;cycles;2975296;
21577.233454;swapper;task-clock;1000000;
21577.23346;swapper;cycles;428013;
21577.233463;swapper;instructions;62257;
21577.23354;burner;task-clock;1000000;
21577.233577;burner;instructions;8635535;
21577.233626;burner;task-clock;1000000;
21577.233708;swapper;task-clock;1000000;
21577.234052;burner;cycles;2974542;
21577.234311;burner;cycles;2975296;
21577.234454;swapper;task-clock;1000000;
21577.23454;burner;task-clock;1000000;
21577.234561;burner;instructions;8635535;
21577.234626;burner;task-clock;1000000;
21577.234708;swapper;task-clock;1000000;
21577.235047;burner;cycles;2975773;
21577.235307;burner;cycles;2976777;
21577.235454;swapper;task-clock;1000000;
21577.23554;burner;task-clock;1000000;
21577.235551;burner;instructions;8660138;
21577.235626;burner;task-clock;1000000;
21577.235708;swapper;task-clock;1000000;
21577.236044;burner;cycles;2977422;
21577.236303;burner;cycles;2978316;
21577.236454;swapper;task-clock;1000000;
21577.236536;burner;instructions;8670553;
21577.23654;burner;task-clock;1000000;
21577.236626;burner;task-clock;1000000;
21577.236708;swapper;task-clock;1000000;
21577.236711;swapper;branch-misses;460;
21577.237056;burner;cycles;2978470;
21577.237307;burner;instructions;8686700;
21577.237315;burner;cycles;2980018;
21577.237454;swapper;task-clock;1000000;
21577.23754;burner;task-clock;1000000;
21577.237572;burner;instructions;8686995;
21577.237626;burner;task-clock;1000000;
21577.237708;swapper;task-clock;1000000;
21577.237801;burner;branches;2102954;
21577.238054;burner;cycles;2974135;
21577.238057;swapper;instructions;50873;
21577.238089;InputThread;branches;12834;
21577.238097;InputThread;cycles;346904;
21577.238097;swapper;branch-misses;417;
21577.238311;burner;cycles;2975603;
21577.238322;burner;instructions;8686700;
21577.238455;swapper;task-clock;1000000;
21577.23854;burner;task-clock;1000000;
21577.238591;burner;instructions;8649515;
21577.238626;burner;task-clock;1000000;
21577.238708;swapper;task-clock;1000000;
21577.23882;burner;branches;2102954;
21577.23905;burner;cycles;2974982;
21577.239061;swapper;instructions;48982;
21577.239072;swapper;context-switches;14;
21577.239309;burner;cycles;2976846;
21577.239321;burner;instructions;8668646;
21577.239454;swapper;task-clock;1000000;
21577.23954;burner;task-clock;1000000;
21577.239595;burner;instructions;8625139;
21577.239626;burner;task-clock;1000000;
21577.239708;swapper;task-clock;1000000;
21577.23983;burner;branches;2097185;
21577.240049;burner;cycles;2976132;
21577.240305;burner;cycles;2977792;
21577.240309;burner;instructions;8670256;
21577.240454;swapper;task-clock;1000000;
21577.24054;burner;task-clock;1000000;
21577.24058;burner;instructions;8620018;
21577.240626;burner;task-clock;1000000;
21577.240708;swapper;task-clock;1000000;
21577.240819;burner;branches;2094682;
21577.24106;burner;cycles;2976544;
21577.241312;burner;instructions;8683691;
21577.241317;burner;cycles;2979188;
21577.241454;swapper;task-clock;1000000;
21577.241463;burner;branches;2110540;
21577.241541;burner;branch-misses;93;
21577.241541;burner;task-clock;1000000;
21577.241583;burner;instructions;8637400;
21577.241626;burner;task-clock;1000000;
21577.241708;swapper;task-clock;1000000;
21577.241826;burner;branches;2097604;
21577.242058;burner;cycles;2972335;
21577.242303;burner;instructions;8679723;
21577.242315;burner;cycles;2974823;
21577.242454;swapper;task-clock;1000000;
21577.242457;swapper;branches;11789;
21577.242458;burner;branches;2110540;
21577.24254;burner;task-clock;1000000;
21577.242569;burner;instructions;8634177;
21577.242626;burner;task-clock;1000000;
21577.242708;swapper;task-clock;1000000;
21577.242711;swapper;cycles;175555;
21577.242817;burner;branches;2095665;
21577.242819;burner;branch-misses;93;
21577.243054;burner;cycles;2973227;
21577.24306;swapper;instructions;47905;
21577.243306;burner;instructions;8692097;
21577.243313;burner;cycles;2975529;
21577.243454;swapper;task-clock;1000000;
21577.243467;burner;branches;2111406;
21577.24354;burner;task-clock;1000000;
21577.243565;burner;instructions;8652334;
21577.243626;burner;task-clock;1000000;
21577.243708;swapper;task-clock;1000000;
21577.243816;burner;branch-misses;91;
21577.243817;burner;branches;2098279;
21577.244053;burner;cycles;2974222;
21577.244299;burner;instructions;8688878;
21577.24431;burner;cycles;2976068;
21577.244454;swapper;task-clock;1000000;
21577.244463;burner;branches;2109225;
21577.24454;burner;task-clock;1000000;
21577.244553;burner;instructions;8656853;
21577.244626;burner;task-clock;1000000;
21577.244708;swapper;task-clock;1000000;
21577.244806;burner;branches;2098388;
21577.244976;burner;branch-misses;179;
21577.245063;burner;cycles;2974651;
21577.245308;burner;instructions;8697353;
21577.245322;burner;cycles;2977356;
21577.245454;swapper;task-clock;1000000;
21577.245476;burner;branches;2110243;
21577.24554;burner;branch-misses;91;
21577.245541;burner;task-clock;1000000;
21577.245559;burner;instructions;8670150;
21577.245626;burner;task-clock;1000000;
21577.245708;swapper;task-clock;1000000;
21577.245815;burner;branches;2101098;
21577.246059;burner;cycles;2971167;
21577.246301;burner;instructions;8686883;
21577.246319;burner;cycles;2972905;
21577.246455;swapper;branch-misses;445;
21577.246456;swapper;task-clock;1000000;
21577.246471;burner;branches;2106830;
21577.24654;burner;task-clock;1000000;
21577.246549;burner;instructions;8663484;
21577.246625;burner;task-clock;1000000;
21577.246708;swapper;task-clock;1000000;
21577.246806;burner;branches;2098965;
21577.246808;burner;branch-misses;87;
21577.247055;burner;cycles;2972302;
21577.247299;burner;instructions;8695347;
21577.247317;burner;cycles;2973807;
21577.247454;swapper;task-clock;1000000;
21577.247457;swapper;instructions;35659;
21577.247472;burner;branches;2107518;
21577.24754;burner;task-clock;1000000;
21577.247548;burner;instructions;8677201;
21577.247626;burner;branch-misses;167;
21577.247627;burner;task-clock;1000000;
21577.247708;swapper;task-clock;1000000;
21577.247806;burner;branches;2101486;
21577.247808;burner;branch-misses;85;
21577.248054;burner;cycles;2973717;
21577.248293;burner;instructions;8697548;
21577.248314;burner;cycles;2974418;
21577.248454;swapper;task-clock;1000000;
21577.248468;burner;branches;2107362;
21577.248538;burner;instructions;8679004;
21577.248539;burner;task-clock;1000000;
21577.248625;burner;task-clock;1000000;
21577.248708;swapper;task-clock;1000000;
21577.248799;burner;branches;2101499;
21577.248962;swapper;cycles;140810;
21577.248978;swapper;branches;8639;
21577.249302;burner;instructions;8704422;
21577.249322;burner;cycles;2975660;
21577.249454;swapper;task-clock;1000000;
21577.249478;burner;branches;2108533;
21577.24954;burner;task-clock;1000000;
21577.24954;burner;branch-misses;85;
21577.249547;burner;instructions;8689532;
21577.249625;burner;task-clock;1000000;
21577.249708;swapper;task-clock;1000000;
21577.249807;burner;branches;2103441;
21577.250295;burner;instructions;8694535;
21577.250318;burner;cycles;2972827;
21577.250454;swapper;task-clock;1000000;
21577.250473;burner;branches;2105715;
21577.250535;burner;instructions;8680093;
21577.250539;burner;task-clock;1000000;
21577.250626;burner;branch-misses;155;
21577.250627;burner;task-clock;1000000;
21577.250708;swapper;task-clock;1000000;
21577.250798;burner;branches;2101233;
21577.251058;burner;branch-misses;82;
21577.25107;swapper;instructions;29273;
21577.251298;burner;instructions;8702139;
21577.251317;burner;cycles;2974093;
21577.251454;swapper;task-clock;1000000;
21577.251477;burner;branches;2106973;
21577.251538;burner;instructions;8694884;
21577.25154;burner;task-clock;1000000;
21577.251625;burner;task-clock;1000000;
21577.251708;swapper;task-clock;1000000;
21577.251802;burner;branches;2104171;
21577.252291;burner;instructions;8699073;
21577.252313;burner;cycles;2974418;
21577.252454;swapper;branch-misses;357;
21577.252456;swapper;task-clock;1000000;
21577.252471;burner;branches;2105915;
21577.25253;burner;instructions;8691963;
21577.252539;burner;task-clock;1000000;
21577.25254;burner;branch-misses;990;
21577.252625;burner;task-clock;1000000;
21577.252626;burner;branch-misses;135;
21577.252708;swapper;task-clock;1000000;
21577.252795;burner;branches;2103234;
21577.252962;swapper;branches;6978;
21577.253302;burner;instructions;8706460;
21577.253454;swapper;task-clock;1000000;
21577.253481;burner;branches;2107484;
21577.253539;burner;task-clock;1000000;
21577.253625;burner;task-clock;1000000;
21577.253708;swapper;task-clock;1000000;
21577.253713;swapper;cycles;113305;
21577.2538;burner;branches;2105061;
21577.254296;burner;instructions;8694873;
21577.254454;swapper;task-clock;1000000;
21577.254476;burner;branches;2104898;
21577.254539;burner;task-clock;1000000;
21577.254625;burner;task-clock;1000000;
21577.254708;swapper;task-clock;1000000;
21577.25479;burner;branches;2103689;
21577.25506;burner;branch-misses;128;
21577.255063;swapper;branch-misses;346;
21577.255299;burner;instructions;8701899;
21577.255454;swapper;task-clock;1000000;
21577.255479;burner;branches;2106273;
21577.255539;burner;task-clock;1000000;
21577.255625;burner;task-clock;1000000;
21577.255707;burner;branch-misses;114;
21577.255708;swapper;task-clock;1000000;
21577.255785;burner;branches;2106565;
21577.256292;burner;instructions;8698873;
21577.256454;swapper;task-clock;1000000;
21577.256473;burner;branches;2105314;
21577.256539;burner;task-clock;1000000;
21577.256625;burner;task-clock;1000000;
21577.256708;swapper;task-clock;1000000;
21577.256776;burner;branches;2107785;
21577.256962;swapper;branches;5815;
21577.257454;swapper;task-clock;1000000;
21577.257479;burner;branches;2107060;
21577.257539;burner;task-clock;1000000;
21577.257625;burner;task-clock;1000000;
21577.257708;swapper;task-clock;1000000;
21577.257713;swapper;cycles;93244;
21577.258454;swapper;task-clock;1000000;
21577.258456;swapper;branch-misses;292;
21577.258472;burner;branches;2105356;
21577.258539;burner;task-clock;1000000;
21577.258626;burner;branch-misses;122;
21577.258626;burner;task-clock;1000000;
21577.258708;swapper;task-clock;1000000;
21577.259454;swapper;task-clock;1000000;
21577.259472;burner;branches;2107185;
21577.259539;burner;task-clock;1000000;
21577.259625;burner;task-clock;1000000;
21577.259708;swapper;branch-misses;312;
21577.25971;swapper;task-clock;1000000;
21577.260159;swapper;cycles;77533;
21577.260186;Xorg;cycles;71806;
21577.260211;Xorg;cycles;393954;
21577.260289;Xorg;branches;145706;
21577.260292;Xorg;branch-misses;283;
21577.260454;swapper;task-clock;1000000;
21577.260529;burner;branches;2107196;
21577.26054;burner;task-clock;1000000;
21577.260626;burner;branch-misses;109;
21577.260627;burner;task-clock;1000000;
21577.260708;swapper;task-clock;1000000;
21577.261065;burner;cycles;2974188;
21577.261453;swapper;task-clock;1000000;
21577.261455;swapper;cycles;226833;
21577.261539;burner;task-clock;1000000;
21577.261625;burner;task-clock;1000000;
21577.261707;swapper;task-clock;1000000;
21577.261711;swapper;branch-misses;309;
21577.262059;burner;cycles;2974188;
21577.262453;swapper;task-clock;1000000;
21577.262539;burner;task-clock;1000000;
21577.262625;burner;task-clock;1000000;
21577.262707;swapper;task-clock;1000000;
21577.263054;burner;cycles;2976236;
21577.263059;burner;branch-misses;103;
21577.263454;swapper;task-clock;1000000;
21577.263539;burner;task-clock;1000000;
21577.263625;burner;task-clock;1000000;
21577.263708;swapper;task-clock;1000000;
21577.264051;burner;cycles;2977812;
21577.264453;swapper;task-clock;1000000;
21577.264539;burner;task-clock;1000000;
21577.264625;burner;task-clock;1000000;
21577.264707;swapper;task-clock;1000000;
21577.265061;burner;cycles;2979032;
21577.265322;burner;cycles;2975900;
21577.265453;swapper;task-clock;1000000;
21577.265539;burner;task-clock;1000000;
21577.265541;burner;instructions;8701302;
21577.265625;burner;task-clock;1000000;
21577.265707;swapper;task-clock;1000000;
21577.266058;burner;cycles;2975247;
21577.266318;burner;cycles;2975900;
21577.266453;swapper;task-clock;1000000;
21577.266498;swapper;branch-misses;289;
21577.266531;burner;instructions;8701302;
21577.266539;burner;task-clock;1000000;
21577.266573;swapper;instructions;26628;
21577.266617;Xorg;context-switches;14;
21577.266625;burner;task-clock;1000000;
21577.266707;swapper;task-clock;1000000;
21577.267054;burner;cycles;2976441;
21577.267059;swapper;branch-misses;262;
21577.267314;burner;cycles;2977533;
21577.267453;swapper;task-clock;1000000;
21577.267539;burner;task-clock;1000000;
21577.267562;burner;instructions;8702260;
21577.267625;burner;task-clock;1000000;
21577.267707;swapper;task-clock;1000000;
21577.268033;swapper;branch-misses;269;
21577.268034;swapper;cycles;168517;
21577.268053;burner;cycles;2977790;
21577.268057;acpid;branch-misses;270;
21577.268076;swapper;branch-misses;1622;
21577.26831;burner;cycles;2978819;
21577.268454;swapper;task-clock;1000000;
21577.268539;burner;task-clock;1000000;
21577.26858;burner;instructions;8669412;
21577.268625;burner;task-clock;1000000;
21577.268707;swapper;task-clock;1000000;
21577.269065;burner;cycles;2978461;
21577.269301;burner;instructions;8706515;
21577.269322;burner;cycles;2980335;
21577.269453;swapper;task-clock;1000000;
21577.269539;burner;task-clock;1000000;
21577.269587;burner;instructions;8650165;
21577.269625;burner;task-clock;1000000;
21577.269707;swapper;task-clock;1000000;
21577.269788;burner;branches;2110346;
21577.270062;burner;cycles;2973755;
21577.270293;burner;instructions;8706515;
21577.27032;burner;cycles;2975752;
21577.270453;swapper;task-clock;1000000;
21577.270457;swapper;cycles;162143;
21577.270539;burner;task-clock;1000000;
21577.270576;burner;instructions;8643130;
21577.270625;burner;task-clock;1000000;
21577.270707;swapper;task-clock;1000000;
21577.270785;burner;branches;2110346;
21577.271058;burner;cycles;2974700;
21577.27107;swapper;branches;4848;
21577.271071;swapper;context-switches;14;
21577.27108;swapper;instructions;748194;
21577.271292;burner;instructions;8713949;
21577.271317;burner;cycles;2976686;
21577.271453;swapper;task-clock;1000000;
21577.271539;burner;task-clock;1000000;
21577.271579;burner;instructions;8655313;
21577.271625;burner;task-clock;1000000;
21577.271707;swapper;task-clock;1000000;
21577.271798;burner;branches;2110946;
21577.272057;burner;cycles;2976023;
21577.272285;burner;instructions;8715446;
21577.272313;burner;cycles;2977678;
21577.272453;swapper;task-clock;1000000;
21577.272539;burner;task-clock;1000000;
21577.272567;burner;instructions;8651705;
21577.272625;burner;task-clock;1000000;
21577.272707;swapper;task-clock;1000000;
21577.272793;burner;branches;2107636;
21577.272961;swapper;branches;4848;
21577.273065;burner;cycles;2976557;
21577.273294;burner;instructions;8723123;
21577.273323;burner;cycles;2979132;
21577.273453;swapper;task-clock;1000000;
21577.273539;burner;task-clock;1000000;
21577.273541;burner;branches;2093101;
21577.273571;burner;instructions;8665269;
21577.273625;burner;task-clock;1000000;
21577.273707;swapper;task-clock;1000000;
21577.273805;burner;branches;2108817;
21577.274062;burner;cycles;2973431;
21577.27429;burner;instructions;8712854;
21577.274321;burner;cycles;2975577;
21577.274453;swapper;task-clock;1000000;
21577.274529;burner;branches;2093101;
21577.274539;burner;task-clock;1000000;
21577.27456;burner;instructions;8660618;
21577.274625;burner;task-clock;1000000;
21577.274707;swapper;task-clock;1000000;
21577.274799;burner;branches;2105909;
21577.275058;burner;cycles;2974607;
21577.275065;swapper;cycles;126566;
21577.27529;burner;instructions;8717833;
21577.275319;burner;cycles;2976346;
21577.275454;swapper;branches;4308;
21577.275455;swapper;task-clock;1000000;
21577.275522;burner;branches;2093546;
21577.275539;burner;task-clock;1000000;
21577.275557;burner;instructions;8674807;
21577.275625;burner;task-clock;1000000;
21577.275707;swapper;task-clock;1000000;
21577.275712;swapper;cycles;2033327;
21577.275801;burner;branches;2106612;
21577.276057;burner;cycles;2975964;
21577.276287;burner;instructions;8717680;
21577.276316;burner;cycles;2976825;
21577.276453;swapper;task-clock;1000000;
21577.276512;burner;branches;2095286;
21577.276539;burner;task-clock;1000000;
21577.276546;burner;instructions;8678083;
21577.276624;burner;task-clock;1000000;
21577.276707;swapper;task-clock;1000000;
21577.276795;burner;branches;2106049;
21577.277067;burner;cycles;2976324;
21577.277298;burner;instructions;8721043;
21577.277326;burner;branch-misses;92;
21577.277327;burner;cycles;2978023;
21577.277453;swapper;task-clock;1000000;
21577.277517;burner;branches;2098021;
21577.277539;burner;task-clock;1000000;
21577.277553;burner;instructions;8689496;
21577.277624;burner;task-clock;1000000;
21577.277707;swapper;task-clock;1000000;
21577.277805;burner;branches;2107802;
21577.278064;burner;cycles;2972670;
21577.278294;burner;instructions;8708810;
21577.278324;burner;cycles;2974143;
21577.278453;swapper;task-clock;1000000;
21577.278455;swapper;branches;3987;
21577.278507;burner;branches;2096592;
21577.278539;burner;task-clock;1000000;
21577.278546;burner;instructions;8681771;
21577.278624;burner;task-clock;1000000;
21577.278707;swapper;task-clock;1000000;
21577.2788;burner;branches;2105124;
21577.279057;burner;branch-misses;92;
21577.279059;burner;cycles;2973892;
21577.279066;burner;context-switches;14;
21577.279303;burner;instructions;8712657;
21577.279325;burner;cycles;2975109;
21577.279453;swapper;task-clock;1000000;
21577.279512;burner;branches;2100186;
21577.279539;burner;task-clock;1000000;
21577.279543;burner;instructions;8692009;
21577.279624;burner;task-clock;1000000;
21577.279625;burner;branch-misses;1007;
21577.279707;swapper;task-clock;1000000;
21577.2798;burner;branches;2106379;
21577.280059;burner;cycles;2975242;
21577.280299;burner;instructions;8702855;
21577.280322;burner;cycles;2974758;
21577.280453;swapper;task-clock;1000000;
21577.280454;swapper;branches;3421;
21577.280455;swapper;cycles;103001;
21577.280504;burner;branches;2099007;
21577.280535;burner;instructions;8694719;
21577.280538;burner;task-clock;1000000;
21577.280624;burner;task-clock;1000000;
21577.280707;swapper;task-clock;1000000;
21577.280795;burner;branches;2106403;
21577.281309;burner;instructions;8707353;
21577.281332;burner;cycles;2975816;
21577.281453;swapper;task-clock;1000000;
21577.281511;burner;branches;2100999;
21577.281539;burner;task-clock;1000000;
21577.281543;burner;instructions;8703808;
21577.281624;burner;task-clock;1000000;
21577.281707;swapper;task-clock;1000000;
21577.281803;burner;branches;2107817;
21577.282303;burner;instructions;8696228;
21577.282329;burner;cycles;2972130;
21577.282453;swapper;task-clock;1000000;
21577.282455;swapper;branches;3208;
21577.282503;burner;branches;2099094;
21577.282534;burner;instructions;8694964;
21577.282538;burner;task-clock;1000000;
21577.282624;burner;task-clock;1000000;
21577.282707;swapper;task-clock;1000000;
21577.282796;burner;branches;2105627;
21577.283059;burner;branch-misses;586;
21577.283302;burner;instructions;8701092;
21577.283327;burner;cycles;2973095;
21577.283453;swapper;task-clock;1000000;
21577.2835;burner;branches;2101444;
21577.283538;burner;instructions;8706073;
21577.283539;burner;task-clock;1000000;
21577.283624;burner;task-clock;1000000;
21577.283707;swapper;task-clock;1000000;
21577.283801;burner;branches;2107523;
21577.284295;burner;instructions;8701881;
21577.284322;burner;cycles;2973809;
21577.284453;swapper;task-clock;1000000;
21577.284491;burner;branches;2102169;
21577.28453;burner;instructions;8702499;
21577.284538;burner;task-clock;1000000;
21577.284624;burner;task-clock;1000000;
21577.284707;swapper;task-clock;1000000;
21577.284794;burner;branches;2106259;
21577.284961;swapper;branches;3076;
21577.285305;burner;instructions;8709409;
21577.285453;swapper;task-clock;1000000;
21577.285498;burner;branches;2104438;
21577.285538;burner;task-clock;1000000;
21577.285624;burner;task-clock;1000000;
21577.285707;swapper;task-clock;1000000;
21577.2858;burner;branches;2108269;
21577.286297;burner;instructions;8699191;
21577.286453;swapper;task-clock;1000000;
21577.286489;burner;branches;2102726;
21577.286538;burner;task-clock;1000000;
21577.286624;burner;task-clock;1000000;
21577.286707;swapper;task-clock;1000000;
21577.286792;burner;branches;2106523;
21577.287058;swapper;branches;2896;
21577.287297;burner;instructions;8708735;
21577.287453;swapper;task-clock;1000000;
21577.287488;burner;branches;2105539;
21577.287538;burner;task-clock;1000000;
21577.287624;burner;task-clock;1000000;
21577.287707;swapper;task-clock;1000000;
21577.287789;burner;branches;2108913;
21577.288289;burner;instructions;8709274;
21577.288453;swapper;branches;2648;
21577.288455;swapper;task-clock;1000000;
21577.28848;burner;branches;2105839;
21577.288538;burner;task-clock;1000000;
21577.288624;burner;task-clock;1000000;
21577.288707;swapper;task-clock;1000000;
21577.288781;burner;branches;2109574;
21577.289452;swapper;task-clock;1000000;
21577.289486;burner;branches;2108018;
21577.289538;burner;task-clock;1000000;
21577.289624;burner;task-clock;1000000;
21577.289707;swapper;task-clock;1000000;
21577.290142;Xorg;branches;91057;
21577.290229;Xorg;branches;91057;
21577.290289;swapper;context-switches;14;
21577.290453;swapper;task-clock;1000000;
21577.290538;burner;task-clock;1000000;
21577.29054;burner;branches;2106268;
21577.290624;burner;task-clock;1000000;
21577.290707;swapper;task-clock;1000000;
21577.291453;swapper;task-clock;1000000;
21577.291538;burner;task-clock;1000000;
21577.291548;burner;branches;2090938;
21577.291624;burner;task-clock;1000000;
21577.291707;swapper;task-clock;1000000;
21577.292452;swapper;task-clock;1000000;
21577.292535;burner;branches;2089059;
21577.292538;burner;task-clock;1000000;
21577.292624;burner;task-clock;1000000;
21577.292706;swapper;task-clock;1000000;
21577.29307;burner;cycles;2975447;
21577.293452;swapper;task-clock;1000000;
21577.293538;burner;task-clock;1000000;
21577.293624;burner;task-clock;1000000;
21577.293706;swapper;task-clock;1000000;
21577.294065;burner;cycles;2975447;
21577.294452;swapper;task-clock;1000000;
21577.294538;burner;task-clock;1000000;
21577.294624;burner;task-clock;1000000;
21577.294706;swapper;task-clock;1000000;
21577.295061;burner;cycles;2976949;
21577.295452;swapper;task-clock;1000000;
21577.295455;swapper;cycles;83979;
21577.295538;burner;task-clock;1000000;
21577.295624;burner;task-clock;1000000;
21577.295706;swapper;task-clock;1000000;
21577.296057;burner;cycles;2978511;
21577.296452;swapper;task-clock;1000000;
21577.296469;swapper;branch-misses;7248;
21577.296527;Xorg;branches;164959;
21577.296538;burner;task-clock;1000000;
21577.296624;burner;task-clock;1000000;
21577.296706;swapper;task-clock;1000000;
21577.297068;burner;cycles;2980117;
21577.297332;burner;cycles;2975421;
21577.297452;swapper;task-clock;1000000;
21577.297538;burner;task-clock;1000000;
21577.297543;burner;instructions;8711169;
21577.297624;burner;task-clock;1000000;
21577.297706;swapper;task-clock;1000000;
21577.298065;burner;cycles;2975951;
21577.298327;burner;cycles;2975421;
21577.298452;swapper;task-clock;1000000;
21577.298454;swapper;cycles;423436;
21577.298535;burner;instructions;8711169;
21577.298538;burner;task-clock;1000000;
21577.298624;burner;task-clock;1000000;
21577.298705;Xorg;context-switches;14;
21577.298706;swapper;task-clock;1000000;
21577.299063;burner;cycles;2976953;
21577.299324;burner;cycles;2976997;
21577.299452;swapper;task-clock;1000000;
21577.299534;burner;instructions;8717899;
21577.299538;burner;task-clock;1000000;
21577.299624;burner;task-clock;1000000;
21577.299706;swapper;task-clock;1000000;
21577.300059;burner;cycles;2977932;
21577.300319;burner;cycles;2978475;
21577.300452;swapper;task-clock;1000000;
21577.300527;burner;instructions;8719057;
21577.300538;burner;task-clock;1000000;
21577.300624;burner;task-clock;1000000;
21577.300706;swapper;task-clock;1000000;
21577.301069;burner;cycles;2979262;
21577.301298;burner;instructions;8717507;
21577.301329;burner;cycles;2980163;
21577.301452;swapper;task-clock;1000000;
21577.301455;swapper;branches;2555;
21577.301538;burner;instructions;8726609;
21577.301539;burner;task-clock;1000000;
21577.301624;burner;task-clock;1000000;
21577.301706;swapper;task-clock;1000000;
21577.301794;burner;branches;2111617;
21577.302067;burner;cycles;2975540;
21577.302292;burner;instructions;8717507;
21577.302326;burner;cycles;2976369;
21577.302452;swapper;task-clock;1000000;
21577.302534;burner;instructions;8714946;
21577.302538;burner;task-clock;1000000;
21577.302624;burner;task-clock;1000000;
21577.302706;swapper;task-clock;1000000;
21577.30279;burner;branches;2111617;
21577.303063;swapper;branches;2453;
21577.303293;burner;instructions;8724215;
21577.303324;burner;cycles;2977487;
21577.303452;swapper;task-clock;1000000;
21577.303538;burner;task-clock;1000000;
21577.303544;burner;instructions;8719322;
21577.303624;burner;task-clock;1000000;
21577.303706;swapper;task-clock;1000000;
21577.3038;burner;branches;2112334;
21577.304063;burner;cycles;2976688;
21577.304287;burner;instructions;8722408;
21577.30432;burner;cycles;2978383;
21577.304452;swapper;task-clock;1000000;
21577.304454;swapper;branches;32741;
21577.304538;burner;instructions;8708757;
21577.304539;burner;task-clock;1000000;
21577.304624;burner;task-clock;1000000;
21577.304706;swapper;task-clock;1000000;
21577.304797;burner;branches;2109621;
21577.305074;burner;branch-misses;414;
21577.305074;burner;cycles;2977786;
21577.305298;burner;instructions;8728694;
21577.30533;burner;cycles;2979740;
21577.305452;swapper;task-clock;1000000;
21577.305537;burner;branches;2092241;
21577.305538;burner;task-clock;1000000;
21577.30555;burner;instructions;8715053;
21577.305624;burner;task-clock;1000000;
21577.305706;swapper;task-clock;1000000;
21577.305809;burner;branches;2110475;
21577.306071;burner;cycles;2973634;
21577.306294;burner;instructions;8717684;
21577.306328;burner;cycles;2976101;
21577.306452;swapper;task-clock;1000000;
21577.306525;burner;branches;2092241;
21577.306538;burner;task-clock;1000000;
21577.306544;burner;instructions;8701799;
21577.306623;burner;task-clock;1000000;
21577.306706;swapper;task-clock;1000000;
21577.306805;burner;branches;2107226;
21577.30707;burner;cycles;2974478;
21577.307297;burner;instructions;8720676;
21577.307327;burner;cycles;2976694;
21577.307452;swapper;task-clock;1000000;
21577.30752;burner;branches;2096618;
21577.307538;burner;task-clock;1000000;
21577.307545;burner;instructions;8705999;
21577.307623;burner;task-clock;1000000;
21577.307706;swapper;task-clock;1000000;
21577.307807;burner;branches;2107582;
21577.30803;Xorg;cycles;281201;
21577.308067;burner;cycles;2974823;
21577.308306;burner;instructions;8717492;
21577.308324;burner;cycles;2977109;
21577.308452;swapper;task-clock;1000000;
21577.308523;burner;branches;2097852;
21577.308538;burner;task-clock;1000000;
21577.30857;burner;instructions;8704917;
21577.308623;burner;task-clock;1000000;
21577.308706;swapper;task-clock;1000000;
21577.308833;burner;branches;2107190;
21577.308888;burner;branch-misses;371;
21577.30908;burner;cycles;2976105;
21577.309319;burner;instructions;8707465;
21577.309336;burner;cycles;2978203;
21577.309452;swapper;task-clock;1000000;
21577.309531;burner;branches;2097003;
21577.309538;burner;task-clock;1000000;
21577.309623;burner;task-clock;1000000;
21577.309641;burner;instructions;8678419;
21577.309706;swapper;task-clock;1000000;
21577.309904;burner;branches;2100600;
21577.310077;burner;cycles;2971219;
21577.310313;burner;branch-misses;680;
21577.310313;burner;instructions;8693928;
21577.310334;burner;cycles;2973951;
21577.310452;swapper;task-clock;1000000;
21577.310521;burner;branches;2095066;
21577.310537;burner;task-clock;1000000;
21577.310623;burner;task-clock;1000000;
21577.310631;burner;instructions;8606962;
