time;program;event;period;
21570.551853;swapper;task-clock;1000000;
21570.551935;burner;branch-misses;84;
21570.551936;burner;task-clock;1000000;
21570.55202;burner;cycles;2976335;
21570.55268;burner;task-clock;1000000;
21570.552731;burner;instructions;8628975;
21570.552737;burner;branches;2079518;
21570.552767;swapper;task-clock;1000000;
21570.552853;swapper;task-clock;1000000;
21570.552934;burner;task-clock;1000000;
21570.553017;burner;cycles;2976649;
21570.553645;burner;cycles;2974279;
21570.55368;burner;task-clock;1000000;
21570.553734;burner;instructions;8643956;
21570.553736;burner;branches;2084274;
21570.553767;swapper;task-clock;1000000;
21570.553853;swapper;task-clock;1000000;
21570.553934;burner;task-clock;1000000;
21570.554029;burner;cycles;2977872;
21570.55464;burner;cycles;2974279;
21570.55468;burner;task-clock;1000000;
21570.554718;burner;branches;2084508;
21570.554722;burner;instructions;8640913;
21570.554767;swapper;task-clock;1000000;
21570.554853;swapper;task-clock;1000000;
21570.554934;burner;task-clock;1000000;
21570.555026;burner;cycles;2973547;
21570.555635;burner;cycles;2976170;
21570.55568;burner;task-clock;1000000;
21570.555712;burner;branches;2090852;
21570.555719;burner;instructions;8658047;
21570.555767;swapper;task-clock;1000000;
21570.555853;swapper;task-clock;1000000;
21570.555934;burner;task-clock;1000000;
21570.556024;burner;cycles;2974293;
21570.55663;burner;cycles;2977808;
21570.55668;burner;task-clock;1000000;
21570.556698;burner;branches;2092412;
21570.556706;burner;instructions;8661667;
21570.556767;swapper;task-clock;1000000;
21570.556853;swapper;task-clock;1000000;
21570.556934;burner;task-clock;1000000;
21570.557021;burner;cycles;2974819;
21570.557241;burner;instructions;8663761;
21570.55764;burner;cycles;2979608;
21570.55768;burner;task-clock;1000000;
21570.557702;burner;branches;2096083;
21570.557712;burner;instructions;8674997;
21570.557767;swapper;task-clock;1000000;
21570.557853;swapper;task-clock;1000000;
21570.557934;burner;task-clock;1000000;
21570.55803;burner;cycles;2976286;
21570.55812;node;branch-misses;369;
21570.558155;node;branch-misses;369;
21570.558255;burner;instructions;8663761;
21570.558638;burner;cycles;2976066;
21570.55868;burner;task-clock;1000000;
21570.558691;burner;branches;2095023;
21570.558702;burner;instructions;8669024;
21570.558767;swapper;task-clock;1000000;
21570.558853;swapper;task-clock;1000000;
21570.558934;burner;task-clock;1000000;
21570.559027;burner;cycles;2972720;
21570.559243;burner;instructions;8648676;
21570.559635;burner;cycles;2977063;
21570.55968;burner;task-clock;1000000;
21570.55969;burner;branches;2098849;
21570.559702;burner;instructions;8682625;
21570.559767;swapper;task-clock;1000000;
21570.559853;swapper;task-clock;1000000;
21570.559855;swapper;branch-misses;1485;
21570.559934;burner;task-clock;1000000;
21570.560026;burner;cycles;2973916;
21570.560241;burner;instructions;8660980;
21570.560632;burner;cycles;2977922;
21570.560678;burner;branches;2099211;
21570.56068;burner;task-clock;1000000;
21570.560692;burner;instructions;8683149;
21570.560767;swapper;task-clock;1000000;
21570.560855;swapper;task-clock;1000000;
21570.560934;burner;task-clock;1000000;
21570.561021;burner;cycles;2974461;
21570.561245;burner;instructions;8663366;
21570.561643;burner;cycles;2979315;
21570.56168;burner;task-clock;1000000;
21570.561687;burner;branches;2102179;
21570.5617;burner;instructions;8693307;
21570.561767;swapper;task-clock;1000000;
21570.561853;swapper;task-clock;1000000;
21570.561934;burner;task-clock;1000000;
21570.562152;burner;branches;2107258;
21570.562234;burner;instructions;8658346;
21570.562641;burner;cycles;2975018;
21570.562676;burner;branches;2099985;
21570.56268;burner;task-clock;1000000;
21570.562691;burner;instructions;8684854;
21570.562767;swapper;task-clock;1000000;
21570.562853;swapper;task-clock;1000000;
21570.562934;burner;task-clock;1000000;
21570.563146;burner;branches;2107258;
21570.563222;burner;instructions;8670756;
21570.56364;burner;cycles;2975656;
21570.563672;burner;branches;2103490;
21570.56368;burner;task-clock;1000000;
21570.563688;burner;instructions;8697200;
21570.563767;swapper;task-clock;1000000;
21570.563853;swapper;task-clock;1000000;
21570.563934;burner;task-clock;1000000;
21570.564153;burner;branches;2109017;
21570.564225;burner;instructions;8686879;
21570.564636;burner;cycles;2976179;
21570.564663;burner;branches;2104413;
21570.564677;burner;instructions;8700498;
21570.56468;burner;task-clock;1000000;
21570.564767;swapper;task-clock;1000000;
21570.564853;swapper;task-clock;1000000;
21570.564934;burner;task-clock;1000000;
21570.565148;burner;branches;2106934;
21570.565233;burner;instructions;8683322;
21570.565646;burner;cycles;2977457;
21570.56567;burner;branches;2106967;
21570.56568;burner;task-clock;1000000;
21570.565767;swapper;task-clock;1000000;
21570.565853;swapper;task-clock;1000000;
21570.565934;burner;branch-misses;90;
21570.565935;burner;task-clock;1000000;
21570.56616;burner;branches;2108437;
21570.566225;burner;instructions;8674985;
21570.566644;burner;cycles;2973752;
21570.566661;burner;branches;2105005;
21570.56668;burner;task-clock;1000000;
21570.566767;swapper;task-clock;1000000;
21570.566853;swapper;task-clock;1000000;
21570.566934;burner;task-clock;1000000;
21570.567135;swapper;context-switches;14;
21570.567169;burner;branches;2105257;
21570.567211;Xorg;instructions;1274000;
21570.567269;burner;instructions;8683409;
21570.567285;burner;branch-misses;90;
21570.567342;swapper;context-switches;14;
21570.567345;swapper;branch-misses;1515;
21570.567646;burner;cycles;2974367;
21570.56768;burner;task-clock;1000000;
21570.567711;perf;page-faults;4334;
21570.567743;burner;branches;2107371;
21570.567766;perf;task-clock;1000000;
21570.567793;perf;branch-misses;1515;
21570.567853;swapper;task-clock;1000000;
21570.567934;burner;task-clock;1000000;
21570.567935;burner;branch-misses;88;
21570.568247;burner;branches;2098932;
21570.568306;burner;instructions;8628538;
21570.568643;burner;cycles;2973841;
21570.56868;burner;task-clock;1000000;
21570.568758;burner;branches;2087435;
21570.568767;swapper;task-clock;1000000;
21570.568853;swapper;task-clock;1000000;
21570.568934;burner;task-clock;1000000;
21570.56926;burner;branches;2079865;
21570.569313;burner;branch-misses;94;
21570.569313;burner;instructions;8590011;
21570.569502;swapper;branch-misses;1113;
21570.569655;burner;cycles;2974900;
21570.56968;burner;task-clock;1000000;
21570.569767;swapper;task-clock;1000000;
21570.569853;swapper;task-clock;1000000;
21570.569934;burner;task-clock;1000000;
21570.570248;burner;branches;2076591;
21570.570299;burner;instructions;8581716;
21570.570651;burner;cycles;2970402;
21570.57068;burner;task-clock;1000000;
21570.570767;swapper;task-clock;1000000;
21570.570853;swapper;task-clock;1000000;
21570.570934;burner;task-clock;1000000;
21570.571227;burner;branches;2079911;
21570.571278;burner;branch-misses;92;
21570.571279;burner;instructions;8596977;
21570.571649;burner;cycles;2971423;
21570.57168;burner;task-clock;1000000;
21570.571767;swapper;task-clock;1000000;
21570.571853;swapper;task-clock;1000000;
21570.571934;burner;task-clock;1000000;
21570.572217;burner;branches;2085089;
21570.572219;burner;branch-misses;87;
21570.57227;burner;instructions;8618312;
21570.572645;burner;cycles;2972146;
21570.572679;burner;task-clock;1000000;
21570.572767;swapper;task-clock;1000000;
21570.572853;swapper;task-clock;1000000;
21570.572934;burner;task-clock;1000000;
21570.573219;burner;branches;2087647;
21570.573271;burner;instructions;8627905;
21570.573679;burner;task-clock;1000000;
21570.573767;swapper;task-clock;1000000;
21570.573853;swapper;task-clock;1000000;
21570.573934;burner;branch-misses;88;
21570.573935;burner;task-clock;1000000;
21570.574029;burner;cycles;2975968;
21570.574204;burner;branches;2087089;
21570.574255;burner;instructions;8627244;
21570.574679;burner;task-clock;1000000;
21570.574767;swapper;task-clock;1000000;
21570.574852;swapper;task-clock;1000000;
21570.574933;burner;task-clock;1000000;
21570.575024;burner;cycles;2975968;
21570.575187;burner;branches;2091157;
21570.575238;burner;instructions;8644369;
21570.575285;burner;branch-misses;85;
21570.575295;burner;branch-misses;82;
21570.575679;burner;task-clock;1000000;
21570.575767;swapper;cycles;215400;
21570.575769;swapper;task-clock;1000000;
21570.575853;swapper;task-clock;1000000;
21570.575933;burner;task-clock;1000000;
21570.57602;burner;cycles;2977553;
21570.576187;burner;branches;2097150;
21570.576238;burner;instructions;8669137;
21570.576679;burner;task-clock;1000000;
21570.576767;swapper;task-clock;1000000;
21570.576852;swapper;task-clock;1000000;
21570.576934;burner;branch-misses;1091;
21570.576935;burner;task-clock;1000000;
21570.577016;burner;cycles;2978889;
21570.577176;burner;branches;2096985;
21570.577679;burner;task-clock;1000000;
21570.577684;burner;instructions;8712200;
21570.577767;swapper;task-clock;1000000;
21570.577852;swapper;task-clock;1000000;
21570.577933;burner;task-clock;1000000;
21570.578026;burner;cycles;2980500;
21570.578179;burner;branches;2099988;
21570.578675;burner;instructions;8712200;
21570.578679;burner;task-clock;1000000;
21570.578767;swapper;task-clock;1000000;
21570.578852;swapper;task-clock;1000000;
21570.578933;burner;task-clock;1000000;
21570.579023;burner;cycles;2976787;
21570.579167;burner;branches;2099090;
21570.579322;gmain;context-switches;14;
21570.579679;burner;task-clock;1000000;
21570.579682;burner;instructions;8722014;
21570.579767;swapper;task-clock;1000000;
21570.579853;swapper;task-clock;1000000;
21570.579934;burner;task-clock;1000000;
21570.580021;burner;cycles;2977886;
21570.580224;burner;branches;2103070;
21570.580674;burner;instructions;8714881;
21570.580679;burner;task-clock;1000000;
21570.580766;swapper;task-clock;1000000;
21570.580852;swapper;task-clock;1000000;
21570.580933;burner;task-clock;1000000;
21570.581018;burner;cycles;2978723;
21570.581679;burner;task-clock;1000000;
21570.581685;burner;instructions;8723258;
21570.581758;burner;branches;2083578;
21570.581766;swapper;task-clock;1000000;
21570.581852;swapper;task-clock;1000000;
21570.581933;burner;task-clock;1000000;
21570.582029;burner;cycles;2980020;
21570.582679;burner;task-clock;1000000;
21570.582681;burner;instructions;8711346;
21570.582741;burner;branches;2083578;
21570.582766;swapper;task-clock;1000000;
21570.582852;swapper;task-clock;1000000;
21570.582933;burner;task-clock;1000000;
21570.583027;burner;cycles;2975925;
21570.583679;burner;task-clock;1000000;
21570.583683;burner;instructions;8714692;
21570.583731;burner;branches;2084339;
21570.583767;swapper;cycles;171253;
21570.583769;swapper;task-clock;1000000;
21570.583852;swapper;task-clock;1000000;
21570.583933;burner;task-clock;1000000;
21570.584025;burner;cycles;2976581;
21570.584676;burner;instructions;8713091;
21570.584679;burner;task-clock;1000000;
21570.584715;burner;branches;2086879;
21570.584766;swapper;task-clock;1000000;
21570.584852;swapper;task-clock;1000000;
21570.584933;burner;task-clock;1000000;
21570.585022;burner;cycles;2977050;
21570.585652;burner;cycles;2973675;
21570.585679;burner;task-clock;1000000;
21570.585688;burner;instructions;8719908;
21570.585716;burner;branches;2091183;
21570.585766;swapper;task-clock;1000000;
21570.585852;swapper;task-clock;1000000;
21570.585933;burner;task-clock;1000000;
21570.586033;burner;cycles;2978224;
21570.586646;burner;cycles;2973675;
21570.586679;burner;task-clock;1000000;
21570.586684;burner;instructions;8706910;
21570.586703;burner;branches;2090882;
21570.586766;swapper;task-clock;1000000;
21570.586852;swapper;task-clock;1000000;
21570.586933;burner;task-clock;1000000;
21570.58703;burner;cycles;2974453;
21570.587642;burner;cycles;2975888;
21570.587679;burner;task-clock;1000000;
21570.587687;burner;instructions;8711733;
21570.587699;burner;branches;2095967;
21570.587766;swapper;task-clock;1000000;
21570.587852;swapper;task-clock;1000000;
21570.587933;burner;task-clock;1000000;
21570.588029;burner;cycles;2975279;
21570.588637;burner;cycles;2977643;
21570.588679;burner;task-clock;1000000;
21570.588681;burner;instructions;8707939;
21570.588687;burner;branches;2096915;
21570.588766;swapper;task-clock;1000000;
21570.588852;swapper;task-clock;1000000;
21570.588933;burner;task-clock;1000000;
21570.589025;burner;cycles;2975679;
21570.589214;gmain;cycles;136472;
21570.589246;burner;instructions;8668586;
21570.589647;burner;cycles;2979484;
21570.589679;burner;task-clock;1000000;
21570.589706;gmain;cycles;122546;
21570.589718;burner;instructions;8714605;
21570.589721;burner;branches;2100012;
21570.589766;swapper;task-clock;1000000;
21570.589852;swapper;task-clock;1000000;
21570.589933;burner;task-clock;1000000;
21570.590025;acpid;branch-misses;1411;
21570.590033;acpid;cycles;138363;
21570.590036;burner;cycles;2977065;
21570.590248;burner;instructions;8668586;
21570.590644;burner;cycles;2975889;
21570.590679;burner;task-clock;1000000;
21570.590751;burner;branches;2091593;
21570.590756;burner;instructions;8675450;
21570.590767;swapper;task-clock;1000000;
21570.590852;swapper;task-clock;1000000;
21570.590933;burner;task-clock;1000000;
21570.591033;burner;cycles;2973108;
21570.591236;burner;instructions;8667017;
21570.591286;swapper;branch-misses;884;
21570.591297;swapper;context-switches;14;
21570.5913;swapper;cycles;416566;
21570.591642;burner;cycles;2976839;
21570.591679;burner;task-clock;1000000;
21570.59175;burner;branches;2081934;
21570.591758;burner;instructions;8626088;
21570.591766;swapper;task-clock;1000000;
21570.591852;swapper;task-clock;1000000;
21570.591933;burner;task-clock;1000000;
21570.592032;burner;cycles;2973945;
21570.592235;burner;instructions;8678153;
21570.592638;burner;cycles;2977768;
21570.592679;burner;task-clock;1000000;
21570.592733;burner;branches;2082207;
21570.592742;burner;instructions;8623724;
21570.592766;swapper;task-clock;1000000;
21570.592852;swapper;task-clock;1000000;
21570.592933;burner;task-clock;1000000;
21570.593028;burner;cycles;2974397;
21570.59323;burner;branches;2088940;
21570.593243;burner;instructions;8679423;
21570.59365;burner;cycles;2979205;
21570.593679;burner;task-clock;1000000;
21570.593733;burner;branches;2086922;
21570.593745;burner;instructions;8640674;
21570.593766;swapper;task-clock;1000000;
21570.593852;swapper;task-clock;1000000;
21570.593933;burner;task-clock;1000000;
21570.594216;burner;branches;2088940;
21570.594233;burner;instructions;8670706;
21570.594648;burner;cycles;2974752;
21570.594679;burner;task-clock;1000000;
21570.594716;burner;branches;2086684;
21570.59473;burner;instructions;8637679;
21570.594766;swapper;task-clock;1000000;
21570.594852;swapper;task-clock;1000000;
21570.594933;burner;task-clock;1000000;
21570.595201;burner;branches;2092752;
21570.595223;burner;instructions;8681008;
21570.595646;burner;cycles;2975427;
21570.595679;burner;task-clock;1000000;
21570.595707;burner;branches;2092996;
21570.595721;burner;instructions;8660766;
21570.595766;swapper;task-clock;1000000;
21570.595852;swapper;task-clock;1000000;
21570.595933;burner;task-clock;1000000;
21570.596196;burner;branches;2093985;
21570.596221;burner;instructions;8693788;
21570.596643;burner;cycles;2975986;
21570.596679;burner;task-clock;1000000;
21570.596692;burner;branches;2095585;
21570.596708;burner;instructions;8670002;
21570.596766;swapper;task-clock;1000000;
21570.596852;swapper;task-clock;1000000;
21570.596933;burner;task-clock;1000000;
21570.597184;burner;branches;2095299;
21570.597229;burner;instructions;8695563;
21570.597652;burner;cycles;2977324;
21570.597679;burner;task-clock;1000000;
21570.597696;burner;branches;2099397;
21570.597766;swapper;task-clock;1000000;
21570.597852;swapper;task-clock;1000000;
21570.597933;burner;task-clock;1000000;
21570.598186;Xorg;branches;140417;
21570.598232;Xorg;instructions;673712;
21570.598261;burner;branches;2098630;
21570.598271;Xorg;branch-misses;709;
21570.598303;burner;instructions;8686617;
21570.59865;burner;cycles;2973982;
21570.598679;burner;task-clock;1000000;
21570.598731;burner;branches;2098492;
21570.598766;swapper;task-clock;1000000;
21570.598852;swapper;task-clock;1000000;
21570.598933;burner;task-clock;1000000;
21570.599267;burner;branches;2079812;
21570.599313;burner;instructions;8601031;
21570.599373;Xorg;context-switches;14;
21570.599649;burner;cycles;2974636;
21570.599679;burner;task-clock;1000000;
21570.599734;burner;branches;2089158;
21570.599766;swapper;task-clock;1000000;
21570.599852;swapper;task-clock;1000000;
21570.599933;burner;task-clock;1000000;
21570.600265;burner;branches;2076115;
21570.6003;burner;instructions;8589990;
21570.600646;burner;cycles;2974964;
21570.600679;burner;task-clock;1000000;
21570.600716;burner;branches;2088390;
21570.600766;swapper;task-clock;1000000;
21570.600852;swapper;task-clock;1000000;
21570.600933;burner;task-clock;1000000;
21570.601271;burner;branches;2076470;
21570.601306;burner;instructions;8603837;
21570.601658;burner;cycles;2976351;
21570.601679;burner;task-clock;1000000;
21570.601766;swapper;task-clock;1000000;
21570.601852;swapper;task-clock;1000000;
21570.601933;burner;task-clock;1000000;
21570.60225;burner;branches;2075080;
21570.602288;burner;instructions;8597104;
21570.602654;burner;cycles;2971923;
21570.602678;burner;task-clock;1000000;
21570.602766;swapper;task-clock;1000000;
21570.602852;swapper;task-clock;1000000;
21570.602853;swapper;branch-misses;581;
21570.602932;burner;task-clock;1000000;
21570.60323;burner;branches;2080440;
21570.603271;burner;instructions;8616807;
21570.603652;burner;cycles;2972837;
21570.603678;burner;task-clock;1000000;
21570.603766;swapper;task-clock;1000000;
21570.603852;swapper;task-clock;1000000;
21570.603933;burner;task-clock;1000000;
21570.60422;burner;branches;2086963;
21570.604262;burner;instructions;8639581;
21570.604648;burner;cycles;2973525;
21570.604678;burner;task-clock;1000000;
21570.604766;swapper;task-clock;1000000;
21570.604851;swapper;task-clock;1000000;
21570.604932;burner;task-clock;1000000;
21570.605207;swapper;cycles;165020;
21570.605222;burner;branches;2089629;
21570.605265;burner;instructions;8648622;
21570.605678;burner;task-clock;1000000;
21570.605766;swapper;task-clock;1000000;
21570.605851;swapper;task-clock;1000000;
21570.605932;burner;task-clock;1000000;
21570.606035;burner;cycles;2975910;
21570.606206;burner;branches;2089301;
21570.60625;burner;instructions;8645639;
21570.606678;burner;task-clock;1000000;
21570.606766;swapper;task-clock;1000000;
21570.606851;swapper;task-clock;1000000;
21570.606932;burner;task-clock;1000000;
21570.60703;burner;cycles;2975910;
21570.60719;burner;branches;2093460;
21570.607236;burner;instructions;8661560;
21570.607678;burner;task-clock;1000000;
21570.607766;swapper;task-clock;1000000;
21570.607851;swapper;task-clock;1000000;
21570.607933;burner;branch-misses;567;
21570.607934;burner;task-clock;1000000;
21570.608027;burner;cycles;2977506;
21570.608184;burner;branches;2098993;
21570.608231;burner;instructions;8682471;
21570.608678;burner;task-clock;1000000;
21570.608765;swapper;task-clock;1000000;
21570.608851;swapper;task-clock;1000000;
21570.608932;burner;task-clock;1000000;
21570.609022;burner;cycles;2978925;
21570.609172;burner;branches;2100514;
21570.609678;burner;task-clock;1000000;
21570.609711;burner;instructions;8684646;
21570.609766;swapper;task-clock;1000000;
21570.609851;swapper;task-clock;1000000;
21570.609932;burner;task-clock;1000000;
21570.610032;burner;cycles;2980584;
21570.610177;burner;branches;2103669;
21570.610678;burner;task-clock;1000000;
21570.6107;burner;instructions;8684646;
21570.610765;swapper;task-clock;1000000;
21570.610851;swapper;task-clock;1000000;
21570.610932;burner;task-clock;1000000;
21570.61103;burner;cycles;2976800;
21570.611166;burner;branches;2102519;
21570.611289;swapper;cycles;133297;
21570.611678;burner;task-clock;1000000;
21570.611699;burner;instructions;8699508;
21570.611765;swapper;task-clock;1000000;
21570.611851;swapper;task-clock;1000000;
21570.611932;burner;task-clock;1000000;
21570.612028;burner;cycles;2977884;
21570.612166;burner;branches;2106351;
21570.612678;burner;task-clock;1000000;
21570.61269;burner;instructions;8700775;
21570.612765;swapper;task-clock;1000000;
21570.612851;swapper;task-clock;1000000;
21570.612932;burner;task-clock;1000000;
21570.613024;burner;cycles;2978742;
21570.613156;burner;branches;2106210;
21570.613678;burner;task-clock;1000000;
21570.613698;burner;instructions;8710290;
21570.613716;burner;branches;2093035;
21570.613765;swapper;task-clock;1000000;
21570.613851;swapper;task-clock;1000000;
21570.613932;burner;task-clock;1000000;
21570.614035;burner;cycles;2980057;
21570.614678;burner;task-clock;1000000;
21570.614692;burner;instructions;8701663;
21570.614704;burner;branches;2093035;
21570.614765;swapper;task-clock;1000000;
21570.614851;swapper;task-clock;1000000;
21570.614932;burner;task-clock;1000000;
21570.615033;burner;cycles;2976124;
21570.615678;burner;task-clock;1000000;
21570.6157;burner;instructions;8708746;
21570.615706;burner;branches;2097552;
21570.615766;swapper;cycles;107387;
21570.615768;swapper;task-clock;1000000;
21570.615851;swapper;task-clock;1000000;
21570.615932;burner;task-clock;1000000;
21570.616032;burner;cycles;2976760;
21570.616678;burner;task-clock;1000000;
21570.616695;burner;instructions;8700632;
21570.616696;burner;branches;2096937;
21570.616765;swapper;task-clock;1000000;
21570.616851;swapper;task-clock;1000000;
21570.616932;burner;task-clock;1000000;
21570.617028;burner;cycles;2977147;
21570.617655;burner;cycles;2975180;
21570.617678;burner;task-clock;1000000;
21570.617701;burner;branches;2099494;
21570.617706;burner;instructions;8706359;
21570.617765;swapper;task-clock;1000000;
21570.617767;swapper;branches;61789;
21570.617769;swapper;branch-misses;916;
21570.617851;swapper;task-clock;1000000;
21570.617932;burner;task-clock;1000000;
21570.618039;burner;cycles;2978344;
21570.61865;burner;cycles;2975180;
21570.618678;burner;task-clock;1000000;
21570.618693;burner;branches;2098367;
21570.618701;burner;instructions;8694531;
21570.618765;swapper;task-clock;1000000;
21570.618851;swapper;task-clock;1000000;
21570.618932;burner;task-clock;1000000;
21570.619036;burner;cycles;2974432;
21570.619294;swapper;cycles;255000;
21570.619646;burner;cycles;2977155;
21570.619678;burner;task-clock;1000000;
21570.619691;burner;branches;2100614;
21570.619701;burner;instructions;8698375;
21570.619766;swapper;cycles;89021;
21570.619767;swapper;task-clock;1000000;
21570.619851;swapper;task-clock;1000000;
21570.619932;burner;task-clock;1000000;
21570.619994;acpid;cycles;80676;
21570.620005;acpid;context-switches;14;
21570.620036;burner;cycles;2975278;
21570.620641;burner;cycles;2978716;
21570.620678;burner;task-clock;1000000;
21570.620721;burner;branches;2101196;
21570.620732;burner;instructions;8698101;
21570.620766;swapper;task-clock;1000000;
21570.620851;swapper;task-clock;1000000;
21570.620932;burner;task-clock;1000000;
21570.621033;burner;cycles;2975439;
21570.621208;swapper;cycles;114878;
21570.621237;burner;instructions;8687857;
21570.621652;burner;cycles;2980302;
21570.621678;burner;task-clock;1000000;
21570.621733;burner;branches;2093469;
21570.621746;burner;instructions;8665001;
21570.621765;swapper;task-clock;1000000;
21570.621851;swapper;task-clock;1000000;
21570.621932;burner;task-clock;1000000;
21570.622045;burner;cycles;2976685;
21570.622227;burner;instructions;8687857;
21570.62265;burner;cycles;2976210;
21570.622678;burner;task-clock;1000000;
21570.622721;burner;branches;2090226;
21570.622735;burner;instructions;8650123;
21570.622765;swapper;task-clock;1000000;
21570.622851;swapper;task-clock;1000000;
21570.622932;burner;task-clock;1000000;
21570.623042;burner;cycles;2972215;
21570.623217;burner;instructions;8698817;
21570.623647;burner;cycles;2977258;
21570.623678;burner;task-clock;1000000;
21570.623723;burner;branches;2092193;
21570.623738;burner;instructions;8656027;
21570.623765;swapper;task-clock;1000000;
21570.623767;swapper;branch-misses;732;
21570.623851;swapper;task-clock;1000000;
21570.623932;burner;task-clock;1000000;
21570.62404;burner;cycles;2973242;
21570.624218;burner;instructions;8711359;
21570.624644;burner;cycles;2978184;
21570.624678;burner;task-clock;1000000;
21570.624711;burner;branches;2091817;
21570.624727;burner;instructions;8653350;
21570.624766;swapper;cycles;105771;
21570.624767;swapper;task-clock;1000000;
21570.624851;swapper;task-clock;1000000;
21570.624853;swapper;branch-misses;380;
21570.624932;burner;task-clock;1000000;
21570.625036;burner;cycles;2973860;
21570.625227;burner;instructions;8709767;
21570.625651;burner;cycles;2979572;
21570.625678;burner;task-clock;1000000;
21570.625716;burner;branches;2094944;
21570.625733;burner;instructions;8665408;
21570.625765;swapper;task-clock;1000000;
21570.625851;swapper;task-clock;1000000;
21570.625932;burner;task-clock;1000000;
21570.626166;burner;branches;2108863;
21570.626221;burner;instructions;8699770;
21570.626649;burner;cycles;2976859;
21570.626678;burner;task-clock;1000000;
21570.626703;burner;branches;2093572;
21570.62672;burner;instructions;8658956;
21570.626765;swapper;task-clock;1000000;
21570.626851;swapper;task-clock;1000000;
21570.626852;swapper;cycles;229089;
21570.626932;burner;task-clock;1000000;
21570.627162;burner;branches;2108863;
21570.627215;burner;instructions;8706203;
21570.627648;burner;cycles;2977634;
21570.627678;burner;task-clock;1000000;
21570.627698;burner;branches;2097832;
21570.627716;burner;instructions;8675382;
21570.627765;swapper;task-clock;1000000;
21570.627851;swapper;task-clock;1000000;
21570.627932;burner;task-clock;1000000;
21570.628166;burner;branches;2109662;
21570.628218;burner;instructions;8712582;
21570.628645;burner;cycles;2977913;
21570.628678;burner;task-clock;1000000;
21570.628685;burner;branches;2099139;
21570.628704;burner;instructions;8680326;
21570.628765;swapper;task-clock;1000000;
21570.628851;swapper;task-clock;1000000;
21570.628932;burner;task-clock;1000000;
21570.62906;Xorg;branches;76639;
21570.629093;Xorg;branch-misses;342;
21570.629094;Xorg;cycles;181949;
21570.629112;Xorg;instructions;365515;
21570.629139;Xorg;branches;76639;
21570.629158;Xorg;cycles;169353;
21570.629226;Xorg;instructions;365515;
21570.629241;Xorg;branches;188161;
21570.629257;burner;branches;2108509;
21570.629265;Xorg;context-switches;14;
21570.629267;Xorg;branch-misses;311;
21570.629322;burner;instructions;8709228;
21570.629658;burner;cycles;2978963;
21570.629678;burner;task-clock;1000000;
21570.62974;burner;branches;2102418;
21570.629765;swapper;task-clock;1000000;
21570.629851;swapper;task-clock;1000000;
21570.629932;burner;task-clock;1000000;
21570.630266;burner;branches;2086554;
21570.630316;burner;instructions;8606972;
21570.630656;burner;cycles;2974155;
21570.630677;burner;task-clock;1000000;
21570.630729;burner;branches;2088839;
21570.630765;swapper;task-clock;1000000;
21570.630851;swapper;task-clock;1000000;
21570.630932;burner;task-clock;1000000;
21570.631255;burner;branches;2084250;
21570.631283;burner;branch-misses;449;
21570.63129;swapper;branch-misses;462;
21570.631293;burner;context-switches;14;
21570.631316;burner;instructions;8597965;
21570.631656;burner;cycles;2974855;
21570.631678;burner;task-clock;1000000;
21570.631719;burner;branches;2090900;
21570.631765;swapper;task-clock;1000000;
21570.631851;swapper;task-clock;1000000;
21570.631932;burner;task-clock;1000000;
21570.632251;burner;branches;2083093;
21570.632297;burner;instructions;8598570;
21570.632652;burner;cycles;2974968;
21570.632677;burner;task-clock;1000000;
21570.632702;burner;branches;2093539;
21570.632765;swapper;task-clock;1000000;
21570.632851;swapper;task-clock;1000000;
21570.632931;burner;task-clock;1000000;
21570.633252;burner;branches;2084059;
21570.633297;burner;instructions;8618834;
21570.633664;burner;cycles;2976369;
21570.633677;burner;task-clock;1000000;
21570.633765;swapper;task-clock;1000000;
21570.633851;swapper;task-clock;1000000;
21570.633931;burner;task-clock;1000000;
21570.634235;burner;branches;2083882;
21570.63428;burner;instructions;8619536;
21570.63466;burner;cycles;2972122;
21570.634677;burner;task-clock;1000000;
21570.634765;swapper;task-clock;1000000;
21570.63485;swapper;task-clock;1000000;
21570.634931;burner;task-clock;1000000;
21570.635218;burner;branches;2088312;
21570.635264;burner;instructions;8637451;
21570.635658;burner;cycles;2972946;
21570.635677;burner;task-clock;1000000;
21570.635765;swapper;task-clock;1000000;
21570.63585;swapper;task-clock;1000000;
21570.635931;burner;task-clock;1000000;
21570.63621;burner;branches;2094014;
21570.636257;burner;instructions;8659850;
21570.636654;burner;cycles;2973648;
21570.636677;burner;task-clock;1000000;
21570.636765;swapper;task-clock;1000000;
21570.636767;swapper;branch-misses;981;
21570.63685;swapper;task-clock;1000000;
21570.636931;burner;task-clock;1000000;
21570.637215;burner;branches;2096025;
21570.637262;burner;instructions;8667595;
21570.637263;burner;branch-misses;361;
21570.637677;burner;task-clock;1000000;
21570.637765;swapper;task-clock;1000000;
21570.63785;swapper;task-clock;1000000;
21570.637931;burner;task-clock;1000000;
21570.638044;burner;cycles;2975473;
21570.638203;burner;branches;2094905;
21570.638251;burner;instructions;8662444;
21570.638677;burner;task-clock;1000000;
21570.638764;swapper;task-clock;1000000;
21570.63885;swapper;task-clock;1000000;
21570.638931;burner;task-clock;1000000;
21570.639039;burner;cycles;2975473;
21570.63919;burner;branches;2097873;
21570.639238;burner;instructions;8674380;
21570.639677;burner;task-clock;1000000;
